Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full
"MACKAY, Mr George William",Dead,Southampton,3,Man,20,Adult,Male,7.55,42795,,Butler,3rd Class Passenger,3
"MACKIE, Mr George William",Dead,Southampton,Crew,Man,34,Adult,Male,,,,2nd Class Bedroom Steward,Victualling Crew,V
"MACKIE, Mr William Dickson",Dead,Belfast,Crew,Man,32,Adult,Male,,,,Junior 5th. Engineer,Engineering Crew,E
"MADIGAN, Miss Margaret",Alive,Queenstown,3,Woman,21,Adult,Female,7.75,370370,15,,3rd Class Passenger,3
"MADILL, Miss Georgette Alexandra",Alive,Southampton,1,Woman,16,Adult,Female,211.3375,24160,2,,1st Class Passenger,1
"MADSEN, Mr Fridtjof Arne",Alive,Southampton,3,Man,24,Adult,Male,7.14166667,17369,13,,3rd Class Passenger,3
"M_ENP__, Mr Matti Alexanteri",Dead,Southampton,3,Man,22,Adult,Male,7.125,3101275,,,3rd Class Passenger,3
"MAGUIRE, Mr John Edward",Dead,Southampton,1,Man,30,Adult,Male,26,110469,,,1st Class Passenger,1
"MAHON, Miss Bridget Delia",Dead,Queenstown,3,Woman,20,Adult,Female,7.87916667,330924,,,3rd Class Passenger,3
"MAIONI, Miss Roberta Elizabeth Mary",Alive,Southampton,1,Woman,19,Adult,Female,86.5,110152,8,Personal Maid,1st Class PassengerServant,1
"MAISNER, Mr Simon",Dead,Southampton,3,Man,34,Adult,Male,8.05,2816,,Tailor,3rd Class Passenger,3
"MAJOR, Mr Thomas Edgar",Dead,Belfast,Crew,Man,35,Adult,Male,,,,Bathroom Steward (1st Class),Victualling Crew,V
"MAJOR, Mr William James",Alive,Southampton,Crew,Man,32,Adult,Male,,,13,Fireman,Engineering Crew,E
"M_KINEN, Mr Kalle Edvard",Dead,Southampton,3,Man,29,Adult,Male,7.925,3101268,,General Labourer,3rd Class Passenger,3
"MALACHARD, Mr Jean-Nol",Dead,Cherbourg,2,Man,25,Adult,Male,15,237735,,,2nd Class Passenger,2
"MALLET, Master Andr Clement",Alive,Cherbourg,2,Child,1,Child,Male,37,2079,10,,2nd Class Passenger,2
"MALLET, Mr Albert Denis Pierre",Dead,Cherbourg,2,Man,45,Adult,Male,37,2079,,Merchant,2nd Class Passenger,2
"MALLET, Mrs Antonine Marie",Alive,Cherbourg,2,Woman,24,Adult,Female,37,2079,10,,2nd Class Passenger,2
"MaMa, Mr Hanna Mika'il",Alive,Cherbourg,3,Man,19,Adult,Male,,,15,Farm Laborer,,3
"MANGAN, Miss Mary",Dead,Queenstown,3,Woman,32,Adult,Female,7.75,364850,[61],,3rd Class Passenger,3
"MANGIAVACCHI, Mr Serafino Emilio",Dead,Cherbourg,2,Man,30,Adult,Male,15.5791667,32861,,Clerk,2nd Class Passenger,2
"MANNION, Miss Margaret",Alive,Queenstown,3,Woman,28,Adult,Female,7.7375,36866,16,,3rd Class Passenger,3
"MANTLE, Mr Roland Frederick",Dead,Southampton,Crew,Man,40,Adult,Male,,,,3rd Class Steward,Victualling Crew,V
"MARCH, Mr John Starr",Dead,Southampton,Crew,Man,50,Adult,Male,,,[225],Postal Clerk / Postman,Victualling CrewPostal Clerk,V
"MARDIROSIAN, Mr Sarkis",Dead,Cherbourg,3,Man,25,Adult,Male,7.22916667,2655,,Farm Labourer,3rd Class Passenger,3
"MARCHAL, Mr Pierre",Alive,Cherbourg,1,Man,29,Adult,Male,29.7,11774,7,Aviator,1st Class Passenger,1
"MARETT, Mr George John",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Fireman,Engineering Crew,E
"MARINKO, Mr Dmitri",Dead,Southampton,3,Man,23,Adult,Male,7.89583333,349238,,,3rd Class Passenger,3
"MARKOFF, Mr Marin",Dead,Southampton,3,Man,35,Adult,Male,7.89583333,349213,,General Labourer,3rd Class Passenger,3
"MARKS, Mr James",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Assistant Pantryman Steward (1st Class),Victualling Crew,V
"MARKUN, Mr Johann",Dead,Cherbourg,3,Man,33,Adult,Male,7.89583333,349257,,General Labourer,3rd Class Passenger,3
"MARRIOTT, Mr John William",Dead,Southampton,Crew,Man,20,Adult,Male,,,[2],Assistant Pantryman Steward (1st Class),Victualling Crew,V
"MARSDEN, Miss Evelyn",Alive,Southampton,Crew,Woman,28,Adult,Female,,,16,Stewardess,Victualling Crew,V
"MARSH, Mr Frederick Charles",Dead,Southampton,Crew,Man,39,Adult,Male,,,[268],Fireman,Engineering Crew,E
"MARTIN, Miss Mabel Elvina",Alive,Southampton,Crew,Woman,20,Adult,Female,,,,Cashier,Restaurant Staff,R
"MARTIN, Mrs Annie Martha",Alive,Southampton,Crew,Woman,39,Adult,Female,,,11,Stewardess,Victualling Crew,V
"MARVIN, Mr Daniel Warner",Dead,Southampton,1,Man,18,Adult,Male,53.1,113773,,Of Independent Means,1st Class Passenger,1
"MARVIN, Mrs Mary Graham Carmichael",Alive,Southampton,1,Woman,18,Adult,Female,53.1,113773,10,,1st Class Passenger,1
"MASKELL, Mr Leopold Adolphus",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Trimmer,Engineering Crew,E
"MASON, Mr Frank Archibald Robert",Alive,Southampton,Crew,Man,32,Adult,Male,,,,Fireman,Engineering Crew,E
"MASON, Mr J.",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Leading Fireman,Engineering Crew,E
"MATHERSON, Mr David",Dead,Southampton,Crew,Man,30,Adult,Male,,,[192],Able Seaman,Deck Crew,D
"MATHIAS, Mr Montague Vincent",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Mess Steward,Deck Crew,D
"MATINOFF, Mr Nicola",Dead,Cherbourg,3,Man,30,Adult,Male,7.89583333,349255,,,3rd Class Passenger,3
"MATTHEWS, Mr William John",Dead,Southampton,2,Man,30,Adult,Male,13,28228,,China Clay Worker,2nd Class Passenger,2
"MATTMANN, Sig. Adolf",Dead,Southampton,Crew,Man,20,Adult,Male,,,,Ice Man,Restaurant Staff,R
"MAUGE, Mr Paul Achille Maurice Germain",Alive,Southampton,Crew,Man,25,Adult,Male,,,,Kitchen Clerk,Restaurant Staff,R
"MAXWELL, Mr John",Dead,Belfast,Crew,Man,31,Adult,Male,,,,Carpenter / Joiner,Deck Crew,D
"MAY, Mr Arthur William",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Fireman,Engineering Crew,E
"MAY, Mr Arthur William",Dead,Southampton,Crew,Man,59,Adult,Male,,,,Fireman Messman,Engineering Crew,E
"MAYBERY, Mr Frank Hubert",Dead,Southampton,2,Man,36,Adult,Male,16,239059,,Property Developer / Real Estate,2nd Class Passenger,2
"MAYNARD, Mr Isaac Hiram",Alive,Belfast,Crew,Man,31,Adult,Male,,,B,Entre Cook,Victualling Crew,V
"MAYN, Mlle Berthe Antonine",Alive,Cherbourg,1,Woman,24,Adult,Female,49.5041667,17482,6,Singer,1st Class Passenger,1
"MAYO, Mr William Peter",Dead,Southampton,Crew,Man,27,Adult,Male,,,[177],Leading Fireman,Engineering Crew,E
"MAYTUM, Mr Alfred",Dead,Belfast,Crew,Man,52,Adult,Male,,,[141],Chief Butcher,Victualling Crew,V
"MAYZES, Mr Thomas Jubilee",Alive,Southampton,Crew,Man,25,Adult,Male,,,3,Fireman,Engineering Crew,E
"MCANDREW, Mr Thomas Patrick",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Fireman,Engineering Crew,E
"MCANDREWS, Mr William",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Fireman,Engineering Crew,E
"MCCAFFRY, Mr Thomas Francis",Dead,Southampton,1,Man,46,Adult,Male,75.2416667,13050,[292],Banker,1st Class Passenger,1
"MCCARTHY, Miss Catherine",Alive,Queenstown,3,Woman,24,Adult,Female,0,,16,,,3
"MCCARTHY, Mr Frederick James",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Bedroom Steward (1st Class),Victualling Crew,V
"MCCARTHY, Mr Timothy J.",Dead,Southampton,1,Man,54,Adult,Male,51.8625,17463,[175],Buyer,1st Class Passenger,1
"MCCARTHY, Mr William",Alive,Southampton,Crew,Man,47,Adult,Male,,,4,Able Seaman,Deck Crew,D
"MCCASTLAN, Mr W.",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Fireman,Engineering Crew,E
"MCCAWLEY, Mr Thomas W.",Dead,Belfast,Crew,Man,36,Adult,Male,,,,Gymnasium Steward,Victualling Crew,V
"MCCORMACK, Mr Thomas Joseph",Alive,Queenstown,3,Man,19,Adult,Male,7.75,367228,,Barman,3rd Class Passenger,3
"MCCOY, Miss Agnes",Alive,Queenstown,3,Woman,29,Adult,Female,23.25,367226,16,,3rd Class Passenger,3
"MCCOY, Miss Alicia",Alive,Queenstown,3,Woman,26,Adult,Female,23.25,367226,16,,3rd Class Passenger,3
"MCCOY, Mr Bernard",Alive,Queenstown,3,Man,24,Adult,Male,23.25,367226,16,General Labourer,3rd Class Passenger,3
"MCCRAE, Mr Arthur Gordon",Dead,Southampton,2,Man,32,Adult,Male,13.5,237216,[209],Engineer,2nd Class Passenger,2
"MCCRIE, Mr James Matthew",Dead,Southampton,2,Man,32,Adult,Male,13,233478,,Oil Worker,2nd Class Passenger,2
"MCDERMOTT, Miss Bridget Delia",Alive,Queenstown,3,Woman,31,Adult,Female,7.78333333,330932,13,,3rd Class Passenger,3
"MCELROY, Mr Hugh Walter",Dead,Southampton,Crew,Man,37,Adult,Male,,,[157],Purser,Victualling Crew,V
"MCEVOY, Mr Michael",Dead,Queenstown,3,Man,19,Adult,Male,15.5,36568,,Farm Labourer,3rd Class Passenger,3
"MCGANN, Mr James",Alive,Southampton,Crew,Man,26,Adult,Male,,,,Trimmer,Engineering Crew,E
"MCGARVEY, Mr Edward Joseph",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Fireman,Engineering Crew,E
"MCGAW, Mr Erroll Victor",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Fireman,Engineering Crew,E
"MCGOUGH, Mr George Francis 'Paddy'",Alive,Southampton,Crew,Man,36,Adult,Male,,,,Able Seaman,Deck Crew,D
"MCGOUGH, Mr James Robert",Alive,Southampton,1,Man,35,Adult,Male,26.2875,17473,7,Buyer,1st Class Passenger,1
"MCGOVERN, Ms Mary",Alive,Queenstown,3,Woman,22,Adult,Female,7.87916667,330931,13,,3rd Class Passenger,3
"MCGOWAN, Miss Anna Annie",Alive,Queenstown,3,Woman,17,Adult,Female,8.279,,,,,3
"MCGOWAN, Miss Katherine",Dead,Queenstown,3,Woman,42,Adult,Female,7.75,9232,,,3rd Class Passenger,3
"MCGRADY, Mr James",Dead,Southampton,Crew,Man,27,Adult,Male,,,[330],Saloon Steward,Victualling Crew,V
"MCINERNEY, Mr Thomas",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Greaser,Engineering Crew,E
"MCINTYRE, Mr William",Alive,Southampton,Crew,Man,21,Adult,Male,,,,Trimmer,Engineering Crew,E
"MCKANE, Mr Peter Dan",Dead,Southampton,2,Man,46,Adult,Male,26,,,Quarryman,,2
"MCLAREN, Mrs Hypatia",Alive,Southampton,Crew,Woman,40,Adult,Female,,,,Stewardess,Victualling Crew,V
"MCMAHON, Mr Martin",Dead,Queenstown,3,Man,19,Adult,Male,7.75,370372,,Farm Labourer,3rd Class Passenger,3
"MCMICKEN, Mr Arthur",Alive,Belfast,Crew,Man,23,Adult,Male,,,11,Saloon Steward (1st class),Victualling Crew,V
"MCMICKEN, Mr Benjamin Tucker",Dead,Belfast,Crew,Man,21,Adult,Male,,,,Second Pantry Steward,Victualling Crew,V
"MCMULLIN, Mr John Richard",Dead,Belfast,Crew,Man,32,Adult,Male,,,,First class saloon steward,Victualling Crew,V
"MCMURRAY, Mr William",Dead,Belfast,Crew,Man,43,Adult,Male,,,,1st Class Bedroom Steward,Victualling Crew,V
"MCNAMEE, Mr Neal",Dead,Southampton,3,Man,27,Adult,Male,16.1,376566,,Provision Manager,3rd Class Passenger,3
"MCNAMEE, Mrs Eileen",Dead,Southampton,3,Woman,19,Adult,Female,16.1,376566,[53],,3rd Class Passenger,3
"MCNEILL, Miss Bridget",Dead,Queenstown,3,Woman,32,Adult,Female,7.75,370368,,,3rd Class Passenger,3
"MCQUILLAN, Mr William",Dead,Belfast,Crew,Man,26,Adult,Male,,,[183],Fireman,Engineering Crew,E
"MCRAE, Mr William Alexander",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Fireman,Engineering Crew,E
"MCREYNOLDS, Mr William",Dead,Belfast,Crew,Man,22,Adult,Male,,,,Junior 6th. Engineer,Engineering Crew,E
"MEANWELL, Mrs Marian",Dead,Southampton,3,Woman,63,Adult,Female,8.05,392087,,Milliner,3rd Class Passenger,3
"MEEHAN, Mr John",Dead,Queenstown,3,Man,22,Adult,Male,7.75,,,General Labourer,,3
"MEEK, Mrs Annie Louise Rowley",Dead,Southampton,3,Woman,31,Adult,Female,8.05,343095,,,3rd Class Passenger,3
"MELLINGER, Miss Madeleine Violet",Alive,Southampton,2,Child,13,Child,Female,19.5,250644,14,,2nd Class Passenger,2
"MELLINGER, Mrs Elizabeth Anne",Alive,Southampton,2,Woman,41,Adult,Female,19.5,250644,14,,2nd Class Passenger,2
"MELLOR, Mr Arthur",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"MELLORS, Mr William John",Alive,Southampton,2,Man,19,Adult,Male,10.5,751,A,Salesman,2nd Class Passenger,2
"MEO (MARTINO), Mr Alfonzo",Dead,Southampton,3,Man,48,Adult,Male,8.05,11206,[201],Musician,3rd Class Passenger,3
"MERNAGH, Mr Robert",Dead,Queenstown,3,Man,28,Adult,Male,7.75,368703,,Farm Labourer,3rd Class Passenger,3
"MEYER, Mr August",Dead,Southampton,2,Man,31,Adult,Male,13,248723,,Baker,2nd Class Passenger,2
"MEYER, Mr Edgar Joseph",Dead,Cherbourg,1,Man,28,Adult,Male,82.1708333,17604,,Mechanical Engineer,1st Class Passenger,1
"MEYER, Mrs Leila",Alive,Cherbourg,1,Woman,25,Adult,Female,82.1708333,17604,6,,1st Class Passenger,1
"MIDDLETON, Mr Alfred Pirrie",Dead,Belfast,Crew,Man,26,Adult,Male,,,,Assistant Electrician,Engineering Crew,E
"MIDDLETON, Mr Mark Victor",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V
"MIDTSJ, Mr Karl Albert",Alive,Southampton,3,Man,21,Adult,Male,7.775,345501,15,Farmer,3rd Class Passenger,3
"MIHOFF, Mr Stoytcho",Dead,Southampton,3,Man,28,Adult,Male,7.89583333,349207,,General Labourer,3rd Class Passenger,3
"MILES, Mr Frank",Dead,Southampton,3,Man,23,Adult,Male,8.05,359306,,Engineer,3rd Class Passenger,3
"MILFORD, Mr George",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Fireman,Engineering Crew,E
"MILLAR, Mr Robert",Dead,Belfast,Crew,Man,26,Adult,Male,,,,Extra 5th Engineer,Engineering Crew,E
"MILLAR, Mr Thomas",Dead,Belfast,Crew,Man,32,Adult,Male,,,,Deck Engineer,Engineering Crew,E
"MILLET, Mr Francis Davis",Dead,Cherbourg,1,Man,65,Adult,Male,26.55,13509,[249],Artist,1st Class Passenger,1
"MILLING, Mr Jacob Christian",Dead,Southampton,2,Man,48,Adult,Male,13,234360,[271],Machine Inspector,2nd Class Passenger,2
"MILLS, Mr Christopher",Alive,Southampton,Crew,Man,51,Adult,Male,,,C,Butcher,Victualling Crew,V
"MINAHAN, Dr William Edward",Dead,Queenstown,1,Man,44,Adult,Male,90,19928,[230],Merchant,1st Class Passenger,1
"MINAHAN, Miss Daisy E.",Alive,Queenstown,1,Woman,33,Adult,Female,90,19928,14,,1st Class Passenger,1
"MINAHAN, Mrs Lillian E.",Alive,Queenstown,1,Woman,37,Adult,Female,90,19928,14,,1st Class Passenger,1
"MINEFF, Mr Ivan",Dead,Southampton,3,Man,24,Adult,Male,7.89583333,349233,,General Labourer,3rd Class Passenger,3
"MINKOFF, Mr Lazar",Dead,Southampton,3,Man,21,Adult,Male,7.89583333,349211,,General Labourer,3rd Class Passenger,3
"MINTRAM, Mr William",Dead,Southampton,Crew,Man,46,Adult,Male,,,,Fireman,Engineering Crew,E
"MISHELLANY, Mr Abraham Mansoor",Dead,Belfast,Crew,Man,53,Adult,Male,,,,Printer Steward,Victualling Crew,V
"MITCHELL, Mr Henry Michael",Dead,Southampton,2,Man,71,Adult,Male,10.5,24580,,Retired,2nd Class Passenger,2
"MITCHELL, Mr Lorenzo (Lawrence) Horace",Dead,Southampton,Crew,Man,18,Adult,Male,,,,Trimmer,Engineering Crew,E
"MITKOFF, Mr Mito",Dead,Southampton,3,Man,23,Adult,Male,7.89583333,349221,,General Labourer,3rd Class Passenger,3
"MOCK, Mr Philipp Edmund",Alive,Cherbourg,1,Man,30,Adult,Male,57.75,13236,11,,1st Class Passenger,1
"MOCKLER, Miss Ellen Mary",Alive,Queenstown,3,Woman,23,Adult,Female,7.87916667,330980,16,,3rd Class Passenger,3
"MOEN, Mr Sigurd Hansen",Dead,Southampton,3,Man,27,Adult,Male,7.65,348123,[309],Carpenter / Joiner,3rd Class Passenger,3
"MOLSON, Mr Harry Markland",Dead,Southampton,1,Man,55,Adult,Male,30.5,113787,,Businessman,1st Class Passenger,1
"MONR_S, Sr. Joan Javier",Dead,Southampton,Crew,Man,20,Adult,Male,,,[27],Assistant Waiter,Restaurant Staff,R
"MONTEVERDI, Sig. Giovanni",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Cook,Restaurant Staff,R
"MONTVILA, Fr Juozas",Dead,Southampton,2,Man,27,Adult,Male,13,211536,,Priest / Minister,2nd Class Passenger,2
"MOODY, Mr James Paul",Dead,Belfast,Crew,Man,24,Adult,Male,,,,6th. Officer,Deck CrewTitanic Officers,D
"MOOR, Master Meier",Alive,Southampton,3,Child,7,Child,Male,12.475,392096,14,,3rd Class Passenger,3
"MOOR, Mrs Beila",Alive,Southampton,3,Woman,29,Adult,Female,12.475,392096,14,Tailor,3rd Class Passenger,3
"MOORE, Mr Alfred Ernest",Dead,Southampton,Crew,Man,39,Adult,Male,,,,"Saloon Steward, 2nd Class",Victualling Crew,V
"MOORE, Mr Clarence Bloomfield",Dead,Southampton,1,Man,47,Adult,Male,42.4,113796,,Businessman,1st Class Passenger,1
"MOORE, Mr George Alfred",Alive,Southampton,Crew,Man,32,Adult,Male,,,3,Able Seaman,Deck Crew,D
"MOORE, Mr John J.",Alive,Southampton,Crew,Man,29,Adult,Male,,,,Fireman,Engineering Crew,E
"MOORE, Mr Leonard Charles",Dead,Southampton,3,Man,19,Adult,Male,8.05,54510,,Bricklayer,3rd Class Passenger,3
"MOORE, Mr Ralph",Dead,Southampton,Crew,Man,21,Adult,Male,,,,Trimmer,Engineering Crew,E
"MOORES, Mr Richard Henry",Dead,Southampton,Crew,Man,44,Adult,Male,,,,Greaser,Engineering Crew,E
"MORAN, Miss Bertha Bridget",Alive,Queenstown,3,Woman,28,Adult,Female,24.15,371110,16,,3rd Class Passenger,3
"MORAN, Mr Daniel James",Dead,Queenstown,3,Man,27,Adult,Male,24.15,371110,,General Labourer,3rd Class Passenger,3
"MORAWECK, Dr Ernest",Dead,Southampton,2,Man,54,Adult,Male,14,29011,,Doctor,2nd Class Passenger,2
"MORGAN (BIRD), Mr Charles Frederick",Dead,Southampton,Crew,Man,42,Adult,Male,,,,Storekeeper (1st Class),Victualling Crew,V
"MORGAN, Mr Arthur Herbert",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Trimmer,Engineering Crew,E
"MORGAN, Mr Thomas A.",Dead,Southampton,Crew,Man,26,Adult,Male,,,[302],Fireman,Engineering Crew,E
"MORLEY, Mr Henry Samuel",Dead,Southampton,2,Man,38,Adult,Male,26,250655,,Confectioner,2nd Class Passenger,2
"MORLEY, Mr William",Dead,Southampton,3,Man,34,Adult,Male,8.05,364506,,Carpenter / Joiner,3rd Class Passenger,3
"MORRIS, Mr Arthur",Dead,Southampton,Crew,Man,30,Adult,Male,,,,Greaser,Engineering Crew,E
"MORRIS, Mr Frank Herbert",Alive,Belfast,Crew,Man,28,Adult,Male,,,14,Bathroom Steward (1st Class),Victualling Crew,V
"MORRIS, Mr William Edward",Dead,Southampton,Crew,Man,22,Adult,Male,,,,Trimmer,Engineering Crew,E
"MORROW, Mr Thomas Rowan",Dead,Queenstown,3,Man,30,Adult,Male,7.75,372622,,General Labourer,3rd Class Passenger,3
"MOSS, Mr Albert Johan",Alive,Southampton,3,Man,29,Adult,Male,7.775,312991,B,,3rd Class Passenger,3
"MOSS, Mr William",Dead,Belfast,Crew,Man,34,Adult,Male,,,,1st. Saloon Steward,Victualling Crew,V
"MOUSSA, Mrs Mantoura Boulos",Alive,Cherbourg,3,Woman,35,Adult,Female,7.22916667,2626,,Housewife,3rd Class Passenger,3
"MOUTAL, Mr Rahamin Haim",Dead,Southampton,3,Man,28,Adult,Male,8.05,374746,,Traveller,3rd Class Passenger,3
"MOYES, Mr William Young",Dead,Belfast,Crew,Man,23,Adult,Male,,,,Senior 6th. Engineer,Engineering Crew,E
"MUBaRIK, Master Halm",Alive,Cherbourg,3,Child,4,Child,Male,15.379,,C,,,3
"MUBaRIK, Master Jirjis",Alive,Cherbourg,3,Child,7,Child,Male,15.379,,C,,,3
"MUBaRIK, Mrs Amnah",Alive,Cherbourg,3,Woman,24,Adult,Female,15.379,,C,,,3
"MUDD, Mr Thomas Cupper",Dead,Southampton,2,Man,16,Adult,Male,10.5,S.O./P.P 3,,,2nd Class Passenger,2
"MULLEN, Miss Katherine Katie",Alive,Queenstown,3,Woman,21,Adult,Female,8.2,,16,,,3
"MaLLER, Mr Ludwig",Dead,Southampton,Crew,Man,36,Adult,Male,,,,Interpreter Steward (3rd Class),Victualling Crew,V
"MULLIN, Miss Mary (_Lennon)",Dead,Queenstown,3,Woman,18,Adult,Female,15.5,370371,,,3rd Class Passenger,3
"MULLIN, Mr Thomas",Dead,Southampton,Crew,Man,20,Adult,Male,,,[323],3rd Class Steward,Victualling Crew,V
"MULVIHILL, Miss Bridget Elizabeth",Alive,Queenstown,3,Woman,25,Adult,Female,7.75,382653,15,,3rd Class Passenger,3
"MURDLIN, Mr Joseph",Dead,Southampton,3,Man,22,Adult,Male,8.05,3235,,Chemist,3rd Class Passenger,3
"MURDOCH, Mr William McMaster",Dead,Belfast,Crew,Man,39,Adult,Male,,,,1st. Officer,Deck CrewTitanic Officers,D
"MURDOCK, Mr William John",Alive,Belfast,Crew,Man,37,Adult,Male,,,,Fireman,Engineering Crew,E
"MURPHY, Miss Catherine Kate",Alive,Queenstown,3,Woman,18,Adult,Female,15.5,,16,,,3
"MURPHY, Miss Margaret Jane Mary Maggie",Alive,Queenstown,3,Woman,25,Adult,Female,15.5,,16,,,3
"MURPHY, Miss Nora",Alive,Queenstown,3,Woman,34,Adult,Female,15.5,36568,16,,3rd Class Passenger,3
"MUSLAMaNi, Mrs Fatimah Muhammad",Alive,Cherbourg,3,Woman,22,Adult,Female,7.358,,C,,,3
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",Dead,Southampton,3,Man,18,Adult,Male,7.75,347078,,General Labourer,3rd Class Passenger,3
"MYLES, Mr Thomas Francis",Dead,Queenstown,2,Man,63,Adult,Male,9.6875,240276,,Gentleman,2nd Class Passenger,2
"NAIDENOFF, Mr Penko",Dead,Southampton,3,Man,22,Adult,Male,7.89583333,349206,,General Labourer,3rd Class Passenger,3
"NAJIB KIAMIE, Miss Adele Jane",Alive,Cherbourg,3,Woman,15,Adult,Female,7.358,,C,,,3
"NAKHLI, Mr Toufik",Dead,Cherbourg,3,Man,17,Adult,Male,7.22916667,2641,,,3rd Class Passenger,3
"NAKID, Miss Maria",Alive,Cherbourg,3,Child,1,Child,Female,15.7416667,2653,C,,3rd Class Passenger,3
"NAKID, Mr Sahid",Alive,Cherbourg,3,Man,20,Adult,Male,15.7416667,2653,C,,3rd Class Passenger,3
"NAKID, Mrs Waika Mary",Alive,Cherbourg,3,Woman,19,Adult,Female,16.208,,C,,,3
"NANCARROW, Mr William Henry",Dead,Southampton,3,Man,36,Adult,Male,8.05,3338,,Mason,3rd Class Passenger,3
"NANKOFF, Mr Minko",Dead,Southampton,3,Man,32,Adult,Male,7.89583333,349218,,General Labourer,3rd Class Passenger,3
"NANNINI, Sig. Francesco Luigi Arcangelo",Dead,Southampton,Crew,Man,42,Adult,Male,,,,Head Waiter (Restaurant),Restaurant Staff,R
"NASR 'ALMa, Mr Mustafa",Dead,Cherbourg,3,Man,20,Adult,Male,7.22916667,,,Farm Labourer,,3
"NASSER, Mr Nicholas",Dead,Cherbourg,2,Man,28,Adult,Male,30.0708333,237736,[43],,2nd Class Passenger,2
"NASSER, Mrs Adele",Alive,Cherbourg,2,Child,14,Child,Female,30.0708333,237736,,,2nd Class Passenger,2
"NASSR RIZQ, Mr Saade",Dead,Cherbourg,3,Man,20,Adult,Male,7.225,2676,,,3rd Class Passenger,3
"NATSCH, Mr Charles",Dead,Cherbourg,1,Man,36,Adult,Male,29.7,17596,,,1st Class Passenger,1
"NAUGHTON, Miss Hannah",Dead,Queenstown,3,Woman,21,Adult,Female,7.75,365237,,Teacher,3rd Class Passenger,3
"NAVRATIL, Master Edmond Roger",Alive,Southampton,2,Child,2,Child,Male,26,230080,D,,2nd Class Passenger,2
"NAVRATIL, Master Michel Marcel",Alive,Southampton,2,Child,3,Child,Male,26,230080,D,,2nd Class Passenger,2
"NAVRATIL, Mr Michel",Dead,Southampton,2,Man,32,Adult,Male,26,230080,[15],,2nd Class Passenger,2
"NEAL, Mr Bentley Harold",Alive,Southampton,Crew,Man,25,Adult,Male,,,13,Baker,Victualling Crew,V
"NENKOFF, Mr Christo",Dead,Southampton,3,Man,22,Adult,Male,7.89583333,349234,,General Labourer,3rd Class Passenger,3
"NESSON, Mr Israel",Dead,Southampton,2,Man,26,Adult,Male,13,244368,,Electrician,2nd Class Passenger,2
"NETTLETON, Mr George Walter",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Fireman,Engineering Crew,E
"NEWELL, Miss Madeleine",Alive,Cherbourg,1,Woman,31,Adult,Female,113.275,35273,6,,1st Class Passenger,1
"NEWELL, Miss Marjorie Anne",Alive,Cherbourg,1,Woman,23,Adult,Female,113.275,35273,6,,1st Class Passenger,1
"NEWELL, Mr Arthur Webster",Dead,Cherbourg,1,Man,58,Adult,Male,113.275,35273,[122],,1st Class Passenger,1
"NEWMAN, Mr Charles Thomas",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Assistant Storekeeper,Engineering Crew,E
"NEWSOM, Miss Helen Monypeny",Alive,Southampton,1,Woman,19,Adult,Female,26.2833333,11752,5,,1st Class Passenger,1
"NICHOLLS, Mr Joseph Charles",Dead,Southampton,2,Man,19,Adult,Male,36.75,33112,[101],Miner,2nd Class Passenger,2
"NICHOLLS, Mr Sidney",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"NICHOLS, Mr A.D.",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Steward,Victualling Crew,V
