"","Name","Country","Age","Height","Weight","Sex","DOB","PlaceOB","Gold","Silver","Bronze","Total","Sport","Event"
"5316","Varlam Liparteliani","Georgia",23,1.88,90,"M",NA,"MTSKHETA (GEO)",0,0,0,0,"Judo","Men's -90kg"
"5317","Aleksandr Lipatov","Russian Federation",31,1.85,76,"M",1981-10-06,"Sankt",0,0,0,0,"Canoe Slalom","Men's Canoe Single (C1)"
"5318","Silke Lippok","Germany",18,1.71,68,"F",NA,"PFORZHEIM (GER)",0,0,0,0,"Swimming","Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay"
"5319","Tim Lips","Netherlands",26,1.8,52,"M",1985-07-10,"OOSTERHOUT (NED)",0,0,0,0,"Equestrian","Individual Eventing, Team Eventing, ONCARLOS"
"5320","Jiri Liptak","Czech Republic",30,1.92,115,"M",NA,"Brno  (CZE)",0,0,0,0,"Shooting","Men's Trap"
"5321","Sabine Lisicki","Germany",22,1.78,70,"F",NA,"",0,0,0,0,"Tennis","Women's Singles, Women's Doubles, Mixed Doubles"
"5322","Igor Lisovenko","Russian Federation",24,1.83,79,"M",NA,"Rostov Region (RUS)",0,0,0,0,"Sailing","Men's Laser"
"5323","Tobias Lister","Australia",25,1.74,55,"M",1987-07-04,"",0,0,0,0,"Rowing","Men's Eight"
"5324","Katarina Listopadova","Slovakia",19,1.69,61,"F",NA,"Bratislava (SVK)",0,0,0,0,"Swimming","Women's 200m Individual Medley"
"5325","Ekaterina Lisunova","Russian Federation",22,1.74,62,"F",1989-06-10,"Lviv ()",0,0,0,0,"Water Polo","Women's Water Polo"
"5326","Emily Little","Australia",18,1.52,NA,"F",NA,"Subiaco (AUS)",0,0,0,0,"Gymnastics - Artistic","Women's Individual All-Around, Women's Team, Women's Qualification"
"5327","Kim Little","Great Britain",22,1.62,60,"F",NA,"",0,0,0,0,"Football","Women's Football"
"5328","Tracy Little","Canada",26,1.7,NA,"F",NA,"POINTE",0,0,0,0,"Synchronised Swimming","Women's Teams"
"5329","Irina Litvinenko Ektova","Kazakhstan",25,1.73,60,"F",1987-08-01,"Petropavlovsk (KAZ)",0,0,0,0,"Athletics","Women's Triple Jump"
"5330","Anthony Liu","American Samoa",25,NA,99,"M",1987-06-06,"FAGAALU",0,0,0,0,"Judo","Men's -100kg"
"5331","Deli Liu","People's Republic of China",32,2.02,120,"M",1980-01-01,"Heilongjiang (CHN)",0,0,0,0,"Wrestling","Men's 120kg Greco-Roman"
"5332","Haiping Liu","People's Republic of China",24,1.74,72,"F",1988-03-06,"Shandong (CHN)",0,0,0,0,"Canoe Sprint","Women's Kayak Four (K4) 500m"
"5333","Hong Liu","People's Republic of China",25,1.6,50,"F",1987-12-05,"JIANGXI (CHN)",0,0,0,0,"Athletics","Women's 20km Race Walk"
"5334","Jia Liu","Austria",30,1.6,47,"F",NA,"PEKING",0,0,0,0,"Table Tennis","Women's Singles, Women's Team"
"5335","Jing Liu","People's Republic of China",22,1.72,63,"F",1990-08-03,"Beijing (CHN)",0,0,0,0,"Swimming","Women's 4x200m Freestyle Relay"
"5336","Na Liu","Great Britain",29,1.62,52,"F",1983-07-02,"LIAO NING",0,0,0,0,"Table Tennis","Women's Team"
"5337","Ou Liu","People's Republic of China",25,1.72,NA,"F",NA,"Guangdong (CHN)",0,0,0,0,"Synchronised Swimming","Women's Duets, Women's Teams"
"5338","Ping Liu","People's Republic of China",25,1.74,67,"F",1987-01-05,"",0,0,0,0,"Water Polo","Women's Water Polo"
"5339","Qiang Liu","People's Republic of China",29,1.78,NA,"M",NA,"Liaoning (CHN)",0,0,0,0,"Boxing","Men's Light (60kg)"
"5340","Song Liu","Argentina",40,1.7,61,"M",1972-12-05,"GUILIN (CHN)",0,0,0,0,"Table Tennis","Men's Singles"
"5341","Wei Liu","People's Republic of China",32,1.9,86,"M",NA,"",0,0,0,0,"Basketball","Men's Basketball"
"5342","Xiang Liu","People's Republic of China",29,1.9,86,"M",NA,"Shanghai (CHN)",0,0,0,0,"Athletics","Men's 110m Hurdles"
"5343","Xiangrong Liu","People's Republic of China",24,1.85,118,"F",1988-06-06,"Nei Monggol (CHN)",0,0,0,0,"Athletics","Women's Shot Put"
"5344","Xiao Liu","People's Republic of China",24,1.85,73,"M",1987-08-11,"",0,0,0,0,"Fencing","Men's Individual Sabre, Men's Team Sabre"
"5345","Xiaobo Liu","People's Republic of China",28,2.01,NA,"M",NA,"Beijing (CHN)",0,0,0,0,"Taekwondo","Men's +80kg"
"5346","Xiaoyu Liu","People's Republic of China",24,1.71,62,"F",NA,"Liaoning (CHN)",0,0,0,0,"Swimming","Women's 100m Breaststroke"
"5347","Xin Liu","People's Republic of China",25,1.65,52,"F",1986-05-11,"Heilongjiang (CHN)",0,0,0,0,"Cycling - Road","Women's Road Race"
"5348","Yingzi Liu","People's Republic of China",41,1.65,64,"F",NA,"HUNAN (CHN)",0,0,0,0,"Shooting","Women's Trap"
"5349","Zhaowu Liu","People's Republic of China",23,1.79,65,"M",1988-12-10,"FUJIAN",0,0,0,0,"Archery","Men's Individual, Men's Team"
"5350","Zige Liu","People's Republic of China",23,1.81,70,"F",NA,"Liaoning (CHN)",0,0,0,0,"Swimming","Women's 200m Butterfly"
"5351","Ari-Pekka Liukkonen","Finland",23,2.08,91,"M",1989-09-02,"Pieksamaki (FIN)",0,0,0,0,"Swimming","Men's 50m Freestyle"
"5352","Mariia Liver","Ukraine",21,NA,NA,"F",1990-11-11,"POLTAVA (UKR)",0,0,0,0,"Swimming","Women's 100m Breaststroke"
"5353","Cesar Lizano","Costa Rica",30,1.69,60,"M",1982-07-03,"San Jose (CRC)",0,0,0,0,"Athletics","Men's Marathon"
"5354","Nuria Llagostera Vives","Spain",32,1.56,53,"F",NA,"",0,0,0,0,"Tennis","Women's Doubles"
"5355","Jorge Llames","Spain",33,1.7,76,"M",NA,"PIEDRAS BLANCAS (ESP)",0,0,0,0,"Shooting","Men's 25m Rapid Fire Pistol"
"5356","Enrique Llanos","Puerto Rico",32,NA,NA,"M",1980-05-07,"SAN JUAN (PUR)",0,0,0,0,"Athletics","Men's 110m Hurdles"
"5357","Xavi Lleonart","Spain",22,1.84,70,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"5358","Michael Llodra","France",32,1.9,80,"M",NA,"",0,0,0,0,"Tennis","Men's Doubles"
"5359","Cristina Llovera","Andorra",15,NA,NA,"F",1996-01-10,"Andorra la Vella (AND)",0,0,0,0,"Athletics","Women's 100m"
"5360","Carli Lloyd","United States of America",30,1.7,64,"F",NA,"",0,0,0,0,"Football","Women's Football"
"5361","Ieuan Lloyd","Great Britain",19,1.93,83,"M",1993-09-07,"Cardiff (GBR)",0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 4x200m Freestyle Relay"
"5362","Jess Lloyd","Great Britain",17,1.78,80,"F",NA,"OLDHAM (GBR)",0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay"
"5363","Shereefa Lloyd","Jamaica",29,1.68,61,"F",1982-02-09,"Clarendon (JAM)",0,0,0,0,"Athletics","Women's 4 x 400m Relay"
"5364","Sergio Llull","Spain",24,1.9,94,"M",NA,"",0,0,0,0,"Basketball","Men's Basketball"
"5365","Eleonora Lo Bianco","Italy",32,1.71,67,"F",NA,"Borgomanero (ITA)",0,0,0,0,"Volleyball","Women's Volleyball"
"5366","Diana Lobacevske","Lithuania",31,1.75,61,"F",1980-07-08,"Vilnius (LTU)",0,0,0,0,"Athletics","Women's Marathon"
"5367","Liliya Lobanova","Ukraine",26,1.68,56,"F",NA,"LUGANSK (UKR)",0,0,0,0,"Athletics","Women's 800m"
"5368","Mariana Lobato","Portugal",24,1.71,69,"F",NA,"Lisboa (POR)",0,0,0,0,"Sailing","Women's Elliott 6m"
"5369","Jonathan Lobert","France",27,1.95,98,"M",NA,"Metz (FRA)",0,0,0,0,"Sailing","Men's Finn"
"5370","Nikita Lobintsev","Russian Federation",23,1.94,81,"M",NA,"Sverdlovsk (RUS)",0,0,1,1,"Swimming","Men's 100m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x100m Medley Relay"
"5371","Alex Sandro Lobo Silva","Brazil",21,1.79,79,"M",NA,"",0,0,0,0,"Football","Men's Football"
"5372","Natalia Lobova","Russian Federation",25,1.72,73,"F",1986-03-09,"",0,0,0,0,"Canoe Sprint","Women's Kayak Single (K1) 200m, Women's Kayak Double (K2) 500m"
"5373","Artem Lobuzov","Russian Federation",21,1.82,70,"M",NA,"Moscow (RUS)",0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 4x200m Freestyle Relay"
"5374","Samuel Loch","Australia",29,1.87,92,"M",NA,"",0,0,0,0,"Rowing","Men's Eight"
"5375","Joanna Lochowska","Poland",23,1.9,53,"F",NA,"ZIELONA GORA",0,0,0,0,"Weightlifting","Women's 53kg"
"5376","Ryan Lochte","United States of America",28,1.88,88,"M",1984-03-08,"Rochester (USA)",2,2,1,5,"Swimming","Men's 200m Freestyle, Men's 200m Backstroke, Men's 200m Individual Medley, Men's 400m Individual Medley, Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay"
"5377","William Lockwood","Australia",24,1.91,88,"M",NA,"",0,0,0,0,"Rowing","Men's Four"
"5378","Luigi Lodde","Italy",32,1.77,77,"M",NA,"SASSARI (ITA)",0,0,0,0,"Shooting","Men's Skeet"
"5379","Nicolas Lodeiro","Uruguay",23,1.73,70,"M",NA,"",0,0,0,0,"Football","Men's Football"
"5380","Esther Lofgren","United States of America",27,1.88,79,"F",NA,"",1,0,0,1,"Rowing","Women's Eight"
"5381","Eleanor Logan","United States of America",24,1.88,84,"F",NA,"",1,0,0,1,"Rowing","Women's Eight"
"5382","Michal Logosz","Poland",34,1.9,81,"M",NA,"PLOCK",0,0,0,0,"Badminton","Men's Doubles"
"5383","Tatiana Logunova","Russian Federation",32,1.77,67,"F",1980-07-03,"",0,0,0,0,"Fencing","Women's Team Foil"
"5384","Maryia Lohvinava","Belarus",19,1.59,62,"F",NA,"BARANOVICHI (BLR)",0,0,0,0,"Cycling - Track","Women's Team Pursuit"
"5385","Alina Lohvynenko","Ukraine",22,1.8,68,"F",NA,"ARTEMIVSK (UKR)",0,0,0,0,"Athletics","Women's 400m, Women's 4 x 400m Relay"
"5386","Kwan Hoi Lok","Hong Kong, China",25,1.81,76,"M",NA,"",0,0,0,0,"Rowing","Men's Lightweight Double Sculls"
"5387","Heidi Loke","Norway",29,1.73,NA,"F",1982-12-12,"",0,0,0,0,"Handball","Women's Handball"
"5388","Begul Lokluoglu","Turkey",23,1.61,58,"F",NA,"Ankara",0,0,0,0,"Archery","Women's Individual"
"5389","Patrick Loliger Salas","Mexico",27,1.88,85,"M",NA,"",0,0,0,0,"Rowing","Men's Single Sculls"
"5390","Vasyl Lomachenko","Ukraine",24,1.7,NA,"M",NA,"",0,0,0,0,"Boxing","Men's Light (60kg)"
"5391","Bryan Nickson Lomas","Malaysia",22,1.61,58,"M",NA,"SARAWAK (MAS)",0,0,0,0,"Diving","Men's 10m Platform, Men's Synchronised 3m Springboard"
"5392","Marcel Lomnicky","Slovakia",25,1.77,106,"M",1987-06-07,"Nitra (SVK)",0,0,0,0,"Athletics","Men's Hammer Throw"
"5393","Tony Lomo","Solomon Islands",28,NA,59,"M",NA,"TAKWA",0,0,0,0,"Judo","Men's -60kg"
"5394","Lopez Lomong","United States of America",27,1.8,69,"M",1985-01-01,"Kimotong (SUD)",0,0,0,0,"Athletics","Men's 5000m"
"5395","Nicholas Long","United States of America",22,1.88,88,"M",1989-06-10,"San Diego (USA)",0,0,0,0,"Cycling - BMX","Men's BMX"
"5396","Omar Longart","Venezuela",21,1.72,69,"M",NA,"EL TIGRE (VEN)",0,0,0,0,"Athletics","Men's 4 x 400m Relay"
"5397","Annalie Longo","New Zealand",21,1.56,56,"F",1991-01-07,"",0,0,0,0,"Football","Women's Football"
"5398","Thomas Pkemei Longosiwa","Kenya",24,1.7,57,"M",NA,"WEST POKOT (KEN)",0,0,0,0,"Athletics","Men's 5000m"
"5399","Michal Loniewski","Poland",23,1.77,NA,"M",NA,"Warszawa (POL)",0,0,0,0,"Taekwondo","Men's -68kg"
"5400","Fredrik Loof","Sweden",42,1.9,87,"M",NA,"KRISTINEHAMN (SWE)",0,0,0,0,"Sailing","Men's Star"
"5401","Lidiane Lopes","Cape Verde",17,1.75,58,"F",1994-01-09,"CAPE VERDE (CPV)",0,0,0,0,"Athletics","Women's 100m"
"5402","Adrian Lopez","Spain",24,1.83,74,"M",1988-08-01,"",0,0,0,0,"Football","Men's Football"
"5403","Alexander Lopez","Honduras",20,1.7,70,"M",1992-05-06,"",0,0,0,0,"Football","Men's Football"
"5404","Diana Lopez","United States of America",28,1.78,NA,"F",1984-07-01,"Houston (USA)",0,0,0,0,"Taekwondo","Women's -57kg"
"5405","Elena Lopez","Spain",17,1.68,NA,"F",1994-04-10,"Valencia (ESP)",0,0,0,0,"Gymnastics - Rhythmic","Group All-Around"
"5406","Feliciano Lopez","Spain",30,1.88,85,"M",NA,"",0,0,0,0,"Tennis","Men's Singles, Men's Doubles"
"5407","Javier Lopez","Spain",23,1.67,56,"M",NA,"Murcia (ESP)",0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions"
"5408","Jessica Lopez","Venezuela",26,1.55,NA,"F",NA,"Caracas (VEN)",0,0,0,0,"Gymnastics - Artistic","Women's Individual All-Around, Women's Qualification"
"5409","Juan Lopez","Argentina",27,1.78,74,"M",NA,"",0,0,0,0,"Hockey","Men's Hockey"
"5410","Kevin Lopez","Spain",22,1.74,62,"M",1990-12-06,"Sevilla (ESP)",0,0,0,0,"Athletics","Men's 800m"
"5411","Luis Fernando Lopez","Colombia",33,1.7,60,"M",1979-03-06,"PASTO (COL)",0,0,0,0,"Athletics","Men's 20km Race Walk"
"5412","Marc Lopez","Spain",30,1.75,71,"M",NA,"",0,0,0,0,"Tennis","Men's Doubles"
"5413","Miguel Lopez","Puerto Rico",22,NA,NA,"M",1990-09-04,"SAN JUAN (PUR)",0,0,0,0,"Athletics","Men's 100m"
"5414","Miguel Angel Lopez","Spain",24,1.81,70,"M",1988-03-07,"Murcia (ESP)",0,0,0,0,"Athletics","Men's 20km Race Walk"
"5415","Roberto Lopez","El Salvador",19,1.85,79,"M",NA,"",0,0,0,0,"Rowing","Men's Single Sculls"
"5416","Ruben Lopez","Spain",21,1.7,NA,"M",NA,"Sabadell (ESP)",0,0,0,0,"Gymnastics - Artistic","Men's Team, Men's Qualification"
"5417","Sandra Lopez","Mexico",28,1.54,47,"F",NA,"TLAXCALA (MEX)",0,0,0,0,"Athletics","Women's 5000m"
"5418","Steven Lopez","United States of America",33,1.91,NA,"M",1978-09-11,"New York (USA)",0,0,0,0,"Taekwondo","Men's -80kg"
"5419","Livan Lopez Azcuy","Cuba",30,NA,NA,"M",NA,"Pinar del Rio (CUB)",0,0,0,0,"Wrestling","Men's 66kg Freestyle"
"5420","Jazmin Lopez Becker","Argentina",20,1.74,60,"F",1992-05-06,"Cordoba (ARG)",0,0,0,0,"Sailing","Women's RS-X"
"5421","Christian Alberto Lopez Bobadilla","Guatemala",28,1.75,132,"M",NA,"COATEPEQUE QUETZALTENANGO (GUA)",0,0,0,0,"Weightlifting","Men's +105kg"
"5422","Mijain Lopez Nunez","Cuba",29,NA,NA,"M",NA,"Pinar del Rio (CUB)",0,0,0,0,"Wrestling","Men's 120kg Greco-Roman"
"5423","Daniel Lopez Pinedo","Spain",32,1.91,87,"M",NA,"Barcelona (ESP)",0,0,0,0,"Water Polo","Men's Water Polo"
"5424","Carola Malvina Lopez Rodriguez","Argentina",30,1.64,NA,"F",NA,"Cordoba (ARG)",0,0,0,0,"Taekwondo","Women's -49kg"
"5425","Peter Lopez Santos","Peru",30,1.78,NA,"M",NA,"Los Angeles (USA)",0,0,0,0,"Taekwondo","Men's -68kg"
"5426","Laura Lopez Ventosa","Spain",24,1.7,63,"F",NA,"Madrid (ESP)",0,0,0,0,"Water Polo","Women's Water Polo"
"5427","Pascal Loretan","Switzerland",23,1.68,66,"M",NA,"LEUKERBAD (SUI)",0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone"
"5428","Khatuna Lorig","United States of America",38,1.7,64,"F",1974-01-01,"Tbilisi",0,0,0,0,"Archery","Women's Individual, Women's Team"
"5429","Tamas Lorincz","Hungary",25,1.73,66,"M",NA,"CEGLED (HUN)",0,0,0,0,"Wrestling","Men's 66kg Greco-Roman"
"5430","Venio Losert","Croatia",36,1.91,92,"M",NA,"",0,0,0,0,"Handball","Men's Handball"
"5431","Ivan Losev","Ukraine",26,1.77,70,"M",NA,"Kyiv Region (UKR)",0,0,0,0,"Athletics","Men's 20km Race Walk"
"5432","Aly Lotfi","Egypt",22,1.87,79,"M",NA,"",0,0,0,0,"Football","Men's Football"
"5433","Paul Lotman","United States of America",26,2.01,92,"M",1985-03-11,"Lakewood (USA)",0,0,0,0,"Volleyball","Men's Volleyball"
"5434","Marion Lotout","France",22,1.65,50,"F",NA,"Saint Brieuc (FRA)",0,0,0,0,"Athletics","Women's Pole Vault"
"5435","Mohamed Riad Louafi","Algeria",24,1.78,84,"M",NA,"HUSSEIN DEY (TUN)",0,0,0,0,"Wrestling","Men's 84kg Freestyle"
"5436","Olive Loughnane","Ireland",36,1.68,53,"F",NA,"Cork (IRL)",0,0,0,0,"Athletics","Women's 20km Race Walk"
"5437","Marco Loughran","Great Britain",23,1.86,75,"M",NA,"Wimbledon (GBR)",0,0,0,0,"Swimming","Men's 200m Backstroke"
"5438","Evdokia Loukagkou","Greece",16,1.77,NA,"F",NA,"Thessaloniki (GRE)",0,0,0,0,"Gymnastics - Rhythmic","Group All-Around"
"5439","Christina Loukas","United States of America",26,1.63,61,"F",NA,"Chicago (USA)",0,0,0,0,"Diving","Women's 3m Springboard"
"5440","Constantine Louloudis","Great Britain",20,1.9,94,"M",NA,"",0,0,1,1,"Rowing","Men's Eight"
"5441","Gideon Louw","South Africa",24,1.94,93,"M",1987-04-09,"Pretoria (RSA)",0,0,0,0,"Swimming","Men's 50m Freestyle, Men's 100m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x100m Medley Relay"
"5442","Kylie Louw","South Africa",23,1.62,56,"F",NA,"",0,0,0,0,"Football","Women's Football"
"5443","Lance Louw","South Africa",26,1.78,77,"M",1986-12-05,"",0,0,0,0,"Hockey","Men's Hockey"
"5444","Krisztian Lovassy","Hungary",24,1.8,71,"M",NA,"Budapest (HUN)",0,0,0,0,"Cycling - Road","Men's Road Race"
"5445","Kevin Love","United States of America",23,2.08,118,"M",1988-07-09,"",0,0,0,0,"Basketball","Men's Basketball"
"5446","Rach Lovell","Australia",34,1.69,61,"F",NA,"",0,0,0,0,"Canoe Sprint","Women's Kayak Four (K4) 500m"
"5447","Ivana Lovric","Croatia",27,1.73,70,"F",1984-01-09,"",0,0,0,0,"Handball","Women's Handball"
"5448","Dan Lovrovic","Croatia",27,1.88,95,"M",1984-07-12,"Rijeka (CRO)",0,0,0,0,"Sailing","Men's Star"
"5449","Marin Lovrovic","Croatia",39,1.87,101,"M",NA,"Rijeka (CRO)",0,0,0,0,"Sailing","Men's Star"
"5450","Natalia Lovtcova","Russian Federation",24,1.77,70,"F",NA,"Kuybyshev Region (RUS)",0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay"
"5451","Hunter Lowden","Canada",30,1.85,80,"M",1982-10-04,"North Vancouver (CAN)",0,0,0,0,"Sailing","Men's 49er"
"5452","Chaunte Lowe","United States of America",28,1.75,60,"F",1984-12-01,"Templeton (USA)",0,0,0,0,"Athletics","Women's High Jump"
"5453","Jemma Lowe","Great Britain",22,1.71,58,"F",NA,"HARTLEPOOL (GBR)",0,0,0,0,"Swimming","Women's 200m Butterfly, Women's 4x100m Medley Relay"
"5454","Jill Loyden","United States of America",27,1.78,77,"F",NA,"",0,0,0,0,"Football","Women's Football"
"5455","Antony Lozano","Honduras",19,1.7,75,"M",NA,"",0,0,0,0,"Football","Men's Football"
"5456","Chunlong Lu","People's Republic of China",23,1.7,NA,"M",1989-08-04,"Jiangsu (CHN)",0,0,1,1,"Trampoline","Men's Trampoline"
"5457","Haojie Lu","People's Republic of China",22,1.75,76,"M",1990-03-08,"Jiangsu",0,1,0,1,"Weightlifting","Men's 77kg"
"5458","Huihui Lu","People's Republic of China",23,1.71,68,"F",NA,"HENAN (CHN)",0,0,0,0,"Athletics","Women's Javelin Throw"
"5459","Xiaojun Lu","People's Republic of China",28,1.72,77,"M",NA,"Hubei",1,0,0,1,"Weightlifting","Men's 77kg"
"5460","Xiuzhi Lu","People's Republic of China",18,1.56,45,"F",NA,"Anhui (CHN)",0,0,0,0,"Athletics","Women's 20km Race Walk"
"5461","Yen-Hsun Lu","Taipei (Chinese Taipei)",28,1.8,75,"M",NA,"",0,0,0,0,"Tennis","Men's Singles"
"5462","Ying Lu","People's Republic of China",23,1.75,62,"F",NA,"Shanghai (CHN)",0,1,0,1,"Swimming","Women's 100m Butterfly, Women's 4x100m Medley Relay"
"5463","Yong Lu","People's Republic of China",26,1.75,85,"M",1986-01-01,"Guangxi",0,0,0,0,"Weightlifting","Men's 85kg"
"5464","Zhiwu Lu","People's Republic of China",23,1.82,76,"M",NA,"Zhejiang (CHN)",0,0,1,1,"Swimming","Men's 100m Freestyle, Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay, Men's 4x100m Medley Relay"
"5465","Eva Lubbers","Netherlands",20,1.78,65,"F",1992-06-02,"Uithoorn (NED)",0,0,0,0,"Athletics","Women's 4 x 100m Relay"
"5466","Bill Lucas","Great Britain",24,1.99,100,"M",NA,"",0,0,0,0,"Rowing","Men's Double Sculls"
"5467","Dakota Lucas","New Zealand",21,1.7,68,"M",NA,"",0,0,0,0,"Football","Men's Football"
"5468","Josanne Lucas","Trinidad and Tobago",28,1.75,58,"F",NA,"Scarborough (TRI)",0,0,0,0,"Athletics","Women's 100m Hurdles"
"5469","Victoria Lucass","Great Britain",21,1.7,NA,"F",1990-11-09,"FRIMLEY (GBR)",0,0,0,0,"Synchronised Swimming","Women's Teams"
"5470","Joao Lucca","Brazil",22,NA,NA,"M",1990-06-01,"Rio De Janeiro (BRA)",0,0,0,0,"Swimming","Men's 4x100m Freestyle Relay"
"5471","Emmanuel Lucenti","Argentina",27,1.8,81,"M",NA,"Tucuman (ARG)",0,0,0,0,"Judo","Men's -81kg"
"5472","Rosario Luchetti","Argentina",28,1.61,56,"F",1984-04-06,"Buenos Aires (ARG)",0,0,0,0,"Hockey","Women's Hockey"
"5473","Ion Luchianov","Republic of Moldova",31,1.78,72,"M",NA,"Criuleni (MDA)",0,0,0,0,"Athletics","Men's 3000m Steeplechase"
"5474","Samantha Lucie-Smith","New Zealand",20,1.75,65,"F",NA,"Wellington (NZL)",0,0,0,0,"Swimming","Women's 4x200m Freestyle Relay"
"5475","Mervyn Luckwell","Great Britain",27,1.91,104,"M",NA,"MILTON KEYNES (GBR)",0,0,0,0,"Athletics","Men's Javelin Throw"
"5476","Soren Ludolph","Germany",24,1.82,68,"M",NA,"LUNEBURG (GER)",0,0,0,0,"Athletics","Men's 800m"
"5477","Dorothy Ludwig","Canada",33,1.53,51,"F",NA,"RENFREW (CAN)",0,0,0,0,"Shooting","Women's 10m Air Pistol"
"5478","Laura Ludwig","Germany",26,1.81,70,"F",NA,"",0,0,0,0,"Beach Volleyball","Women's Beach Volleyball"
"5479","Joseph Andy Lui","Tonga",20,NA,NA,"M",1992-07-07,"Tofoa (TGA)",0,0,0,0,"Athletics","Men's 100m"
"5480","Elia Luini","Italy",33,1.83,72,"M",NA,"",0,0,0,0,"Rowing","Men's Lightweight Double Sculls"
"5481","Vincent Luis","France",23,1.77,65,"M",NA,"VESOUL (FRA)",0,0,0,0,"Triathlon","Men's Triathlon"
"5482","Tintu Luka","India",23,NA,NA,"F",NA,"IRITTY (IND)",0,0,0,0,"Athletics","Women's 800m"
"5483","Petya Lukanova","Bulgaria",43,1.64,62,"F",NA,"PAZARDZHIK (BUL)",0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
"5484","Kanstantsin Lukashyk","Belarus",36,1.76,75,"M",NA,"Grodno (BLR)",0,0,0,0,"Shooting","Men's 50m Pistol, Men's 10m Air Pistol"
"5485","Evgeniy Lukyanenko","Russian Federation",27,1.89,78,"M",NA,"KRASNODAR REGION (RUS)",0,0,0,0,"Athletics","Men's Pole Vault"
"5486","Anolyn Lulu","Vanuatu",33,1.57,62,"F",1979-03-01,"MAEWO (VAN)",0,0,0,0,"Table Tennis","Women's Singles"
"5487","Fernando Lumain","Indonesia",22,1.83,76,"M",NA,"TONDANO (INA)",0,0,0,0,"Athletics","Men's 100m"
"5488","Kristine Lunde-Borgersen","Norway",32,1.83,NA,"F",NA,"",0,0,0,0,"Handball","Women's Handball"
"5489","Sofia Lundgren","Sweden",29,1.72,70,"F",NA,"",0,0,0,0,"Football","Women's Football"
"5490","Jens Lundqvist","Sweden",32,1.81,85,"M",NA,"Staffan (SWE)",0,0,0,0,"Table Tennis","Men's Team"
"5491","Therese Lundqvist","Sweden",21,1.71,60,"F",NA,"BORJE (SWE)",0,0,0,0,"Shooting","Women's Skeet"
"5492","Jamila Lunkuse","Uganda",15,1.53,60,"F",1997-01-01,"MENGO (UGA)",0,0,0,0,"Swimming","Women's 50m Freestyle"
"5493","Xi Luo","People's Republic of China",24,1.66,NA,"F",NA,"Hubei (CHN)",0,0,0,0,"Synchronised Swimming","Women's Teams"
"5494","Xiaojuan Luo","People's Republic of China",28,1.7,63,"F",1984-12-06,"",0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee"
"5495","Yutong Luo","People's Republic of China",26,1.65,62,"M",1985-06-10,"Guangdong (CHN)",1,0,0,1,"Diving","Men's Synchronised 3m Springboard"
"5496","Camelia Lupascu","Romania",26,1.84,74,"F",NA,"",0,0,0,0,"Rowing","Women's Eight"
"5497","Yurileidys Lupetey Cobas","Cuba",31,NA,56,"F",1981-06-05,"Holguin",0,0,0,0,"Judo","Women's -57kg"
"5498","Daniele Lupo","Italy",21,1.94,77,"M",1991-06-05,"",0,0,0,0,"Beach Volleyball","Men's Beach Volleyball"
"5499","Nataliia Lupu","Ukraine",24,1.72,60,"F",1987-04-11,"CHERNIVTSY REGION (UKR)",0,0,0,0,"Athletics","Women's 800m"
"5500","Thomas Lurz","Germany",32,1.83,76,"M",NA,"Wurzburg (GER)",0,0,0,0,"Swimming","Men's 10km Marathon"
"5501","Annie Lush","Great Britain",32,1.78,77,"F",1980-11-04,"Poole (GBR)",0,0,0,0,"Sailing","Women's Elliott 6m"
