total_cup_points,species,owner,country_of_origin,farm_name,mill,company,altitude,region,producer,in_country_partner,harvest_year,grading_date,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
82.58,Arabica,gabriel barbara,Brazil,NA,copag armazéns gerais ltda.,volcafe ltda.,NA,south of minas,NA,Brazil Specialty Coffee Association,2016,"April 19th, 2017",NA,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,0.11,0,0,Green,7,"April 19th, 2018",Brazil Specialty Coffee Association,m,NA,NA,NA
82.58,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,台中市新社區崑山里,台中市新社區崑山里,宸嶧國際,200 m,changhua baguashan 彰化市八卦山,陳勝樂0912326001,Blossom Valley International,2016 / 2017,"February 13th, 2017",NA,NA,7.25,7.25,7,7.08,7,7,10,10,10,10,0.11,0,0,Blue-Green,0,"February 13th, 2018",Blossom Valley International,m,200,200,200
82.58,Arabica,bourbon specialty coffees,Brazil,NA,dinamo armazens gerais ltda,bourbon specialty coffees,NA,campos altos - cerrado,NA,Brazil Specialty Coffee Association,2016,"December 28th, 2015",NA,NA,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,0,1,9,Green,2,"December 27th, 2016",Brazil Specialty Coffee Association,m,NA,NA,NA
82.58,Arabica,andry simarmata,Indonesia,small holders farmer,sarimakmur,pt. sari makmur tunggal mandiri,1200-1300m dpl,aceh,SMALL HOLDERS FARMER,Torch Coffee Lab Yunnan,2015,"September 15th, 2015",Typica,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,0.13,0,0,Blue-Green,6,"September 14th, 2016",Torch Coffee Lab Yunnan,m,1200,1300,1250
82.58,Arabica,doi tung development project,Thailand,NA,NA,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,2014,"June 9th, 2015",NA,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,0.12,0,0,Green,0,"June 8th, 2016",Specialty Coffee Association,m,800,800,800
82.58,Arabica,松澤宏樹 koju matsuzawa,Thailand,NA,NA,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",Specialty Coffee Institute of Asia,2014,"February 15th, 2015",Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,0.12,0,0,Blue-Green,1,"February 15th, 2016",Specialty Coffee Institute of Asia,m,1400,1500,1450
82.58,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",lubanda amcos,tembo coffee company ltd,tembo coffee company ltd,1317,ikand village,Tembo Coffee Company Ltd,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,0.12,0,0,NA,1,"December 12th, 2015",Africa Fine Coffee Association,m,1317,1317,1317
82.58,Arabica,kawacom uganda ltd,Uganda,mt.elgon sipi falls cheema,kawacom,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,Uganda Coffee Development Authority,2013,"June 30th, 2014",SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,0.12,0,0,Green,0,"June 30th, 2015",Uganda Coffee Development Authority,m,1400,1900,1650
82.58,Arabica,eric thormaehlen,Costa Rica,various,coricafe sa,coricafe s.a.,1200-1400,central valley,VARIOS,Specialty Coffee Association of Costa Rica,2013,"May 9th, 2014",Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,0.11,0,0,Green,3,"May 9th, 2015",Specialty Coffee Association of Costa Rica,m,1200,1400,1300
82.58,Arabica,dane loraas,Mexico,NA,NA,sustainable harvest,NA,veracruz,Huatusco,Specialty Coffee Association,2014,"April 18th, 2014",NA,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,0,0,0,Green,11,"April 18th, 2015",Specialty Coffee Association,m,NA,NA,NA
82.58,Arabica,brent hall,Guatemala,NA,NA,s&d coffee and tea,NA,NA,NA,Specialty Coffee Association,2012,"December 10th, 2013",NA,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,0,0,0,Blue-Green,4,"December 10th, 2014",Specialty Coffee Association,m,NA,NA,NA
82.58,Arabica,exportadora de cafe condor s.a,Colombia,various,trilladora boananza,exportadora de cafe condor s.a,1750 msnm,huila,varios,Almacafé,2013,"April 16th, 2013",Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,0.11,0,0,Blue-Green,3,"April 16th, 2014",Almacafé,m,1750,1750,1750
82.58,Arabica,exportadora de cafe condor s.a,Colombia,various,trilladora boananza,exportadora de cafe condor s.a,1750 msnm,huila,varios,Almacafé,2012,"October 9th, 2012",Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,0.11,0,0,NA,3,"October 9th, 2013",Almacafé,m,1750,1750,1750
82.58,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,1750 msnm,huila,NA,Almacafé,2013,"February 27th, 2013",Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,0.11,0,0,Green,0,"February 27th, 2014",Almacafé,m,1750,1750,1750
82.58,Arabica,guillermo rojas saldana,Mexico,jamaica,cuauhtemoc 321 col. trinidad de las huertas,NA,1250,oaxaca,GUILLERMO ROJAS SALDAÑA,AMECAFE,2012,"September 4th, 2012",Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,0,0,Green,6,"September 4th, 2013",AMECAFE,m,1250,1250,1250
82.58,Arabica,organizaciones de productores de cafe colimense,Mexico,la timbuchera; el ocotito y la hortaliza,beneficio cafetaleros del arrayanal,organizaciones de productores de cafe colimense sa de cv,1150,colima,FEDERICO ENCISO MICHEL; LEODAN ENCISO FIGUEROA; JAIME LOPEZ LOPEZ,AMECAFE,2012,"July 2nd, 2012",Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,0.12,0,0,Green,0,"July 2nd, 2013",AMECAFE,m,1150,1150,1150
82.58,Arabica,racafe & cia s.c.a,Colombia,NA,NA,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,Almacafé,2012,"June 13th, 2012",Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,0.11,2,0,Green,2,"June 13th, 2013",Almacafé,m,1600,1950,1775
82.58,Arabica,nucoffee,Brazil,fazenda chamusca,NA,NA,900-1050m,south of minas,Mario Garcia Reis Neto,NUCOFFEE,2011,"October 28th, 2011",Mundo Novo,NA,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,0,0,0,NA,4,"October 27th, 2012",NUCOFFEE,m,900,1050,975
82.5,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,0.11,0,0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,m,890,890,890
82.5,Arabica,sanjava coffee,Indonesia,various,dry hull,pt. shriya artha nusantara,1250,bali,vary,Specialty Coffee Association of Indonesia,2017,"September 4th, 2017",Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,0.11,0,0,Green,5,"September 4th, 2018",Specialty Coffee Association of Indonesia,m,1250,1250,1250
82.5,Arabica,elsy reyes,Honduras,las cuchillas,cigrah s.a de c.v.,cigrah,1400,comayagua,Nahun Maldonado,Instituto Hondureño del Café,2017,"June 3rd, 2017",Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.1,0,0,Green,4,"June 3rd, 2018",Instituto Hondureño del Café,m,1400,1400,1400
82.5,Arabica,juan luis alvarado romero,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,Asociacion Nacional Del Café,2016,"March 16th, 2016",Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,0.1,0,2,Green,2,"March 16th, 2017",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
82.5,Arabica,doi tung development project,Thailand,NA,NA,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,2014,"June 9th, 2015",NA,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,0.12,0,0,Green,0,"June 8th, 2016",Specialty Coffee Association,m,800,800,800
82.5,Arabica,松澤宏樹 koju matsuzawa,Thailand,NA,NA,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",Specialty Coffee Institute of Asia,2014,"February 15th, 2015",Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,0.11,0,0,NA,0,"February 15th, 2016",Specialty Coffee Institute of Asia,m,1400,1500,1450
82.5,Arabica,shah plantations,"Tanzania, United Republic Of",shah plantation,shah plantation,shah plantations,1600,karatu arusha,Shah Plantations,Africa Fine Coffee Association,2014,"December 18th, 2014",Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,0.12,0,0,Green,1,"December 18th, 2015",Africa Fine Coffee Association,m,1600,1600,1600
82.5,Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",amkeni,amkeni gourmet coffee group,amkeni gourmet coffee group,NA,moshi,Amkeni Gourmet Coffee Group,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Washed / Wet,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,0.12,0,0,Bluish-Green,3,"December 12th, 2015",Africa Fine Coffee Association,m,NA,NA,NA
82.5,Arabica,lusso lab,Mexico,finca san el retiro,NA,lusso coffee lab,1500-1700m,chiapas,Santiago & Rosaura Arguello Campos,Specialty Coffee Association,2013,"April 14th, 2014",Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,0,0,0,Green,1,"April 14th, 2015",Specialty Coffee Association,m,1500,1700,1600
82.5,Arabica,ipanema coffees,Brazil,fazenda rio verde,ipanema coffees,ipanema coffees,1260,south of minas,Ipanema Coffees,Specialty Coffee Association,2013/2014,"January 14th, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,0.11,0,0,Bluish-Green,0,"January 14th, 2015",Specialty Coffee Association,m,1260,1260,1260
82.5,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",Asociacion Nacional Del Café,2013,"May 30th, 2013",Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,0.12,0,0,Green,4,"May 30th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
82.5,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,1750 msnm,huila,NA,Almacafé,2013,"May 7th, 2013",Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,0.11,0,0,Green,1,"May 7th, 2014",Almacafé,m,1750,1750,1750
82.5,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,MARGARITA DE NUYENS,Asociacion Nacional Del Café,2013,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,0.11,0,0,Green,0,"February 26th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
82.5,Arabica,saul m. hernandez ramirez,Mexico,la pagua,el mavodo,NA,1679,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",AMECAFE,2012,"September 27th, 2012",Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,0.13,0,0,None,10,"September 27th, 2013",AMECAFE,m,1679,1679,1679
82.5,Arabica,enrique mitre lopez,Mexico,caltuchoco,"zapotitlan de mendez, puebla",cafe de la sierra norte de puebla,1100,zapotitlan de mendez,ENRIQUE MITRE LOPEZ,AMECAFE,2012,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,0.12,0,0,Green,5,"July 26th, 2013",AMECAFE,m,1100,1100,1100
82.5,Arabica,enrique eduardo lopez aguilar,Mexico,santa cruz - pante don manuel,NA,finca santa cruz,1650,la concordia,SUSANA LETICIA LOPEZ AGUILAR,AMECAFE,2012,"June 7th, 2012",Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,0.11,0,0,NA,2,"June 7th, 2013",AMECAFE,m,1650,1650,1650
82.5,Arabica,juan luis alvarado romero,Guatemala,various,NA,"waelti schoenfeld exportadores de cafe, s.a.",NA,oriente,VARIOUS,Asociacion Nacional Del Café,2012,"March 26th, 2012",Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,0.11,0,0,Green,5,"March 26th, 2013",Asociacion Nacional Del Café,m,NA,NA,NA
82.5,Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,cocarive,exportadora de cafés carmo de minas ltda,1.250 m,carmo de minas,Nazareth Dias Pereira,NUCOFFEE,2012,"March 16th, 2012",Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,0,0,0,Blue-Green,4,"March 16th, 2013",NUCOFFEE,m,1250,1250,1250
82.5,Arabica,racafe & cia s.c.a,Colombia,NA,NA,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,Almacafé,2012,"March 5th, 2012",Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,0.11,1,0,Green,3,"March 5th, 2013",Almacafé,m,1600,1950,1775
82.5,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,cqi,NA,kona,NA,Specialty Coffee Association,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,0.12,2,0,Green,3,"February 22nd, 2013",Specialty Coffee Association,ft,NA,NA,NA
82.5,Arabica,adam kline,Guatemala,NA,NA,NA,1600,huehuetenango,NA,Specialty Coffee Association,NA,"July 23rd, 2010",NA,NA,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,0.01,1,0,NA,14,"July 23rd, 2011",Specialty Coffee Association,m,1600,1600,1600
82.42,Arabica,brian beck,Honduras,carrillo cooperativa,cohorsil,carrillo cooperativa,1500,"comayagua, honduras",Danilo Carrillo,Specialty Coffee Association,2017,"September 27th, 2017",Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,0.12,0,1,Green,6,"September 27th, 2018",Specialty Coffee Association,m,1500,1500,1500
82.42,Arabica,juan luis alvarado romero,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,Asociacion Nacional Del Café,2017,"September 8th, 2017",Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,0.1,0,1,Green,2,"September 8th, 2018",Asociacion Nacional Del Café,m,1700,1700,1700
82.42,Arabica,juan luis alvarado romero,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,Asociacion Nacional Del Café,2016,"June 1st, 2017",Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,0.12,0,0,Green,0,"June 1st, 2018",Asociacion Nacional Del Café,m,1700,1700,1700
82.42,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,Asociacion Nacional Del Café,2017,"June 1st, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,0.12,0,0,Green,0,"June 1st, 2018",Asociacion Nacional Del Café,ft,157.8864,157.8864,157.8864
82.42,Arabica,juan luis alvarado romero,Guatemala,providencia,beneficio 2000,asociación nacional del café - anacafe -,NA,santa rosa,"PLANTACIONES AGROPECUARIAS, S.A.",Asociacion Nacional Del Café,2017,"January 20th, 2017",Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,0.11,0,2,Green,3,"January 20th, 2018",Asociacion Nacional Del Café,m,NA,NA,NA
82.42,Arabica,racafe & cia s.c.a,Colombia,NA,bachue,racafe & cia s.c.a,1600,guayata,NA,Almacafé,2016,"August 5th, 2016",Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,0.11,0,0,Green,1,"August 5th, 2017",Almacafé,m,1600,1600,1600
82.42,Arabica,yunnan coffee exchange,China,menglian gao sanlin coffee factory,menglian gao sanlin coffee factory,yunnan coffee exchange,1600,yunnan,Menglian Gao Sanlin Coffee Factory,Yunnan Coffee Exchange,2015,"April 6th, 2016",Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,0.1,0,0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,m,1600,1600,1600
82.42,Arabica,bourbon specialty coffees,Brazil,NA,dinamo armazens gerais ltda,bourbon specialty coffees,NA,campos altos - cerrado,NA,Brazil Specialty Coffee Association,2016,"January 12th, 2016",NA,NA,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,0.11,0,1,Green,0,"January 11th, 2017",Brazil Specialty Coffee Association,m,NA,NA,NA
82.42,Arabica,gladness obed pallangyo,"Tanzania, United Republic Of",nguruma,NA,tawoca,2285,arusha meru,GLADNESS OBED PALLANGYO,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,0.13,0,0,Green,7,"November 15th, 2016",Africa Fine Coffee Association,m,2285,2285,2285
82.42,Arabica,ipanema coffees,Brazil,rio verde,ipanema comercial e exportadora sa,ipanema coffees,1,south of minas,Ipanema Agrícola SA,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,0,0,0,Green,0,"October 7th, 2016",Brazil Specialty Coffee Association,m,1,1,1
82.42,Arabica,the coffee source inc.,Guatemala,several,ixchel,the coffee source inc.,1400 mts,atitlan,UNEX,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,0.1,0,0,Green,0,"December 18th, 2015",Specialty Coffee Association of Costa Rica,m,1400,1400,1400
82.42,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,los llanitos,la yerba,productos y servicios chilindron s.a. de c.v.,1296,la yerba,AVELINO CHAVEZ REYNA,AMECAFE,2014,"August 14th, 2014",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11,0,0,Green,0,"August 14th, 2015",AMECAFE,m,1296,1296,1296
82.42,Arabica,nucoffee,Brazil,fazenda serra negra,NA,nucoffee,1000m,south of minas,Betina Vilela Reis,NUCOFFEE,2012,"May 8th, 2014",Catuai,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,Blue-Green,1,"May 8th, 2015",NUCOFFEE,m,1000,1000,1000
82.42,Arabica,dane loraas,Peru,NA,NA,sustainable harvest,huanuco,peru,NA,Specialty Coffee Association,2013,"January 21st, 2014",NA,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,0,0,0,Green,3,"January 21st, 2015",Specialty Coffee Association,m,NA,NA,NA
82.42,Arabica,ipanema coffees,Brazil,fazenda rio verde,ipanema coffees,ipanema coffees,1260,south of minas,Ipanema Coffees,Specialty Coffee Association,2013/2014,"December 30th, 2013",Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,0,0,0,Green,0,"December 30th, 2014",Specialty Coffee Association,m,1260,1260,1260
82.42,Arabica,manuel herrera juarez,Mexico,finca los barreales,finca los barreales,NA,1170,veracruz,MANUEL HERRERA JUAREZ,AMECAFE,2013,"December 12th, 2013",Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,0.12,0,0,Green,0,"December 12th, 2014",AMECAFE,m,1170,1170,1170
82.42,Arabica,brent hall,Honduras,NA,NA,s&d coffee and tea,NA,NA,NA,Specialty Coffee Association,2012,"December 10th, 2013",NA,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,0.09,0,0,None,2,"December 10th, 2014",Specialty Coffee Association,m,NA,NA,NA
82.42,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,NA,Almacafé,2013,"May 31st, 2013",Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,0.11,0,0,Green,9,"May 31st, 2014",Almacafé,m,1600,1950,1775
82.42,Arabica,nestor mendez gomez,Mexico,cipresal,"angel albino corzo, chiapas",cesmach s.c.,1560,chiapas,EMPERATRIZ GARCIA MUÑOZ,AMECAFE,2013,"March 29th, 2013",Typica,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,0.12,0,0,Green,5,"March 29th, 2014",AMECAFE,m,1560,1560,1560
82.42,Arabica,jesus salazar velasco,Mexico,pante san pedro,"san pedro cotzilnam, municipio de aldama, chiapas",carajillo café sa de cv,1400,san pedro cotzilnam,VICTOR MANUEL LOPEZ VAZQUEZ,AMECAFE,2012,"September 11th, 2012",Typica,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,0.13,0,0,Green,2,"September 11th, 2013",AMECAFE,m,1400,1400,1400
82.42,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico","cafetal el equimite, rancho agroecológico",NA,1300,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,AMECAFE,2012,"September 10th, 2012",Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,0.14,0,0,Green,9,"September 10th, 2013",AMECAFE,m,1300,1300,1300
82.42,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbcat_s110312,"los barreales, teocelo, veracruz",finca los barreales,1170,xalapa,MANUEL HERRERA JUAREZ,AMECAFE,2012,"August 31st, 2012",Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,0.13,0,0,Green,1,"August 31st, 2013",AMECAFE,m,1170,1170,1170
82.42,Arabica,dario cesar galeana sanchez,Mexico,corral del diablo lote 1,corral del diablo lote 1,NA,1300,zihuatanejo de azueta,DARIO FRANCISCO GALEANA SOLIS,AMECAFE,2012,"July 25th, 2012",Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,Green,0,"July 25th, 2013",AMECAFE,m,1300,1300,1300
82.42,Arabica,jose daniel cobilt castro,Mexico,cañada fria,huatusco,NA,1350,veracruz,JOSE DANIEL COBILT CASTRO,AMECAFE,2012,"July 11th, 2012",Pacamara,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,0.14,0,0,Green,6,"July 11th, 2013",AMECAFE,m,1350,1350,1350
82.42,Arabica,alvaro quiros perez,Mexico,finca nextlalpa,xicotepec de juarez,NA,1150,xicotepec de juarez,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",AMECAFE,2012,"July 3rd, 2012",Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,0.11,0,0,Green,0,"July 3rd, 2013",AMECAFE,m,1150,1150,1150
82.42,Arabica,olivia hernandez virves,Mexico,santa rosa,NA,NA,1250,progreso santa rosa teocelo,OLIVIA HERNANDEZ VIRVES,AMECAFE,2012,"June 6th, 2012",Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,0.13,0,0,NA,4,"June 6th, 2013",AMECAFE,m,1250,1250,1250
82.42,Arabica,finca las nieves,Mexico,fln mirador,finca las nieves,finca las nieves,1450,fln mirador,ROBIN CLEAVER,AMECAFE,2012,"April 9th, 2012",Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,0.12,0,0,Bluish-Green,0,"April 9th, 2013",AMECAFE,m,1450,1450,1450
82.42,Arabica,carcafe ltda ci,Colombia,NA,NA,carcafe ltda,442 msnm,huila,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,Almacafé,2012,"January 31st, 2012",Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,0,0,0,NA,2,"January 30th, 2013",Almacafé,m,442,442,442
82.42,Arabica,nucoffee,Brazil,santa mariana,NA,nucoffee,NA,south of minas,Glycia Maria,NUCOFFEE,2012,"January 23rd, 2012",Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,0.11,0,0,Blue-Green,2,"January 22nd, 2013",NUCOFFEE,m,NA,NA,NA
82.42,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora bonanza - armenia quindioa,exportadora de cafe condor s.a,1750,huila,NA,Almacafé,2011,"December 22nd, 2011",Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,0,0,0,Green,2,"December 21st, 2012",Almacafé,m,1750,1750,1750
82.42,Arabica,exportadora de cafe condor s.a,Colombia,NA,trilladora bonanza - armenia quindioa,NA,1750 m.s.n.m,huila,NA,Almacafé,3T/2011,"September 22nd, 2011",NA,NA,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,0.02,0,0,NA,1,"September 21st, 2012",Almacafé,m,1750,1750,1750
